index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
293966,qt%2Fqtdeclarative~5.11~I5351e3e484542709a6b210e84aa19b14d28e11ad,https://codereview.qt-project.org/219950,5,6,1,0,534,38,3,2,5.0525,789,,,,,Fix memory leak with ListModel.get,"Fix memory leak with ListModel.get  This is a regression introduced with commit 3cc589c98390992e3ee8a7970dc2913ea857d623, which in turn fixed a leak with QV4::QObjectWrapper objects. Unfortunately the allocate() call into the persistent (weak) value storage in the list model introduced a leak of the weak value itself. This is fixed by replacing the free standing weak value allocation with the use of the existing jsWrapper weak value in the declarative data (QQmlData). That weak value is freed property in the destroy() method of the QV4::QObjectWRapper. The extra QQmlData allocation is hidden behind a unified allocation, similar to what we do in void QQmlType::create(QObject **, void **, size_t) const.  Task-number: QTBUG-66189 Change-Id: I5351e3e484542709a6b210e84aa19b14d28e11ad"
113658,qt%2Fqtdeclarative~dev~I128be1a5cef394bbf4be1a7b0e6a4595f9b25968,https://codereview.qt-project.org/332463,4,6,0,0,734,9,2,2,24.6083333333333,184,,,,,Drop QQuickAnimatorProxyJob::m_animation,Drop QQuickAnimatorProxyJob::m_animation  Keeping it around is dangerous and we only need it in the ctor.  Task-number: QTBUG-90401 Change-Id: I128be1a5cef394bbf4be1a7b0e6a4595f9b25968
276718,qt%2Fqtdoc~5.12.0~I7721f0c28cd9a86eb49fdacd70ba6b80095ddbe4,https://codereview.qt-project.org/243877,10,7,0,0,1289,4,3,1,46.9122222222222,143,,,,,macOS: Remove reference to PowerPC,macOS: Remove reference to PowerPC  We're documenting the architecture support elsewhere.  Change-Id: I7721f0c28cd9a86eb49fdacd70ba6b80095ddbe4
16998,qt%2Fqtdeclarative~5.4.0~I10210af91976ab55e611025c0452a1ee1f3114a9,https://codereview.qt-project.org/100987,8,7,0,0,587,2,1,1,70.0477777777778,445,,,,,Don't default to HighQualitySubPixelAntialiasing on WinRT,"Don't default to HighQualitySubPixelAntialiasing on WinRT  The subpixel shader is probably not a good default here because most devices are mobile (can change screen orientation) and have high pixel densities. Furthermore, it breaks text rendering on the Surface RT, where the graphics hardware is too weak to support the number of uniforms the subpixel shader uses.  Task-number: QTBUG-41769 Change-Id: I10210af91976ab55e611025c0452a1ee1f3114a9"
95654,qt-apps%2Fboot2qt-demos~dev~I8d92a488f9a7f987b8d0108bf1b8cc0c894a74f0,https://codereview.qt-project.org/141149,6,7,2,0,344,0,4,11,213.086388888889,183,,,,,Modified application images,Modified application images  Launcher has a new white layout. Images needs to have white rectangle around them to avoid saw edges  Change-Id: I8d92a488f9a7f987b8d0108bf1b8cc0c894a74f0
202449,qt%2Fqtscript~master~Id1269f9d8af01e12587ba8ff2fecf942a7231aff,https://codereview.qt-project.org/12342,5,7,0,0,613,15,2,2,8.89972222222222,450,,,,,Fix QScriptEngine::ExcludeDeleteLater and metaobject-related autotests,"Fix QScriptEngine::ExcludeDeleteLater and metaobject-related autotests  ba635d7e74472f3a54c0c4686966af46d9035c6f in qtbase adds a signal to QObject.  This breaks some code in QtScript which hardcoded the list of expected metamethods on QObject, and some other code which hardcoded the index of the deleteLater slot.  Fix it.  This is a minimal fix which does not address the underlying fragility.  Change-Id: Id1269f9d8af01e12587ba8ff2fecf942a7231aff"
138011,qt%2Fqtwebsockets~stable~I8fca0df0ea66adba0898d95f8249ea1b7f33892a,https://codereview.qt-project.org/80418,3,8,0,0,500,91,2,4,51.8,75,,,,,Update documentation.,Update documentation.  Change-Id: I8fca0df0ea66adba0898d95f8249ea1b7f33892a
292352,qt%2Fqtdeclarative~dev~I3acbdd89ef75b93cebb065313e689e0a360d8687,https://codereview.qt-project.org/222625,4,8,4,0,528,71,3,4,2.20694444444444,226,,,,,Remove QV4_MM_* env variables from old GC,"Remove QV4_MM_* env variables from old GC  With the new block based allocator introduced in 5.9, these variables have no effect anymore. Also removed the related autotests.  Change-Id: I3acbdd89ef75b93cebb065313e689e0a360d8687"
18021,qt-creator%2Fqt-creator~3.1~I29219f5ec8be740cf1b6996ae208b8486eddc4d2,https://codereview.qt-project.org/80387,3,8,1,0,1146,200,1,2,5614.03083333333,405,,,,,QmlDesigner: Reducing startup time,"QmlDesigner: Reducing startup time  This effectively cuts startup times in half. ViewManager is holding all the views. We can lazily initilaize all the views, since they are not used before the QML design mode is entered at least once.  I left additionalViews in ViewManagerData, because other plugins can use it to register their views during statup.  Change-Id: I29219f5ec8be740cf1b6996ae208b8486eddc4d2"
102245,qt%2Fqtwebengine~5.6~I733c6311301c43610b7a9aaf22c73c2e5d368c70,https://codereview.qt-project.org/123299,6,8,0,0,783,102,3,2,333.981944444444,455,,,,,Fix QAccessible name and description calculation,WIP: Fix QAccessible name and description calculation  The logic was removed in 1881f56d65b3981b176d99262f5266cf9ff76be3.  There is no platform independent implementation in Chromium for calculating Accessible name which follow the W3C Accessibility standard. We need to apply this logic in order to get Accessible name and description correctly.  It also fixes the QWebEngineAccessibility test cases.  Change-Id: I733c6311301c43610b7a9aaf22c73c2e5d368c70
168569,qt%2Fqtbase~ios~I5a28f4ee1020c9253d0803c9d962c6a058e5358c,https://codereview.qt-project.org/48600,7,9,2,0,432,4,2,1,19.41,266,,,,,QFusionStyle: Fix crash on iOS,"QFusionStyle: Fix crash on iOS  First of all, the ifdef section was meant for osx, and not ios. Second, a platform theme does not necessarily need to override the palette function, which will return 0 by default.  Change-Id: I5a28f4ee1020c9253d0803c9d962c6a058e5358c"
24815,qt%2Fqtbase~stable~Iafadbbc128288d051190fe05861c0ecba6c438b5,https://codereview.qt-project.org/63413,7,9,0,0,1409,22,1,2,375.775555555556,383,,,,,Reset QWindowContainer window handle position when setting parent,Reset QWindowContainer window handle position when setting parent  The QWindowContainer's own QWindow position needs to be reset in order to avoid miscalculations when mapping to and from global positions. Doing so right before setting the parent ensures when don't send extra move events to the QWindow.  Task-number: QTBUG-32826 Change-Id: Iafadbbc128288d051190fe05861c0ecba6c438b5
129241,qt%2Fqt3d~wip%2Fnewapi~I9e159cfffc44a5ee43eb311afdfb9b3f464c68b3,https://codereview.qt-project.org/89433,2,9,0,0,266,31,5,3,25.5466666666667,77,,,,,QCamera fixed d-pointer,QCamera fixed d-pointer  Change-Id: I9e159cfffc44a5ee43eb311afdfb9b3f464c68b3
290805,yocto%2Fmeta-boot2qt~6.1~If99fc74f4301c041954303e591b141b9f85ffbe2,https://codereview.qt-project.org/341467,3,9,0,0,544,2,3,1,172.813333333333,145,,,,,meta-qt6: update layer,meta-qt6: update layer  Update to latest content on Qt 6.1 branch.  Task-number: QTBUG-90009 Change-Id: If99fc74f4301c041954303e591b141b9f85ffbe2
203077,qt%2Fqtbase~master~Ib2dedddb3239af0e2bf722a28081c68677e6b2af,https://codereview.qt-project.org/11011,3,10,3,0,505,15,2,1,219.841944444444,220,,,,,Remove misleading and incorrect information from dropMimeData docs.,Remove misleading and incorrect information from dropMimeData docs.  It is not the responsibility of the view to insert data into the model after a dropMimeData call.  Change-Id: Ib2dedddb3239af0e2bf722a28081c68677e6b2af
25352,qt%2Fqtsensors~dev~Ieacba705c285873f30dfdabb48c1248c5cf9b30e,https://codereview.qt-project.org/59995,4,10,0,0,767,0,1,0,170.951944444444,107,,,,,Merge remote-tracking branch 'origin/stable' into dev,Merge remote-tracking branch 'origin/stable' into dev  Change-Id: Ieacba705c285873f30dfdabb48c1248c5cf9b30e
147971,qt%2Fqtbase~stable~Ie3c19bf86c92fa3f247a0764116830e91b8322d2,https://codereview.qt-project.org/69392,5,10,1,0,1126,17,2,1,90.9822222222222,373,,,,,iOS: bugfix touch events when not using alien,"iOS: bufix touch events when not using alien  It seems that 130ee40b broke touch handling for non-alien QWindows. For those cases, a QWindow that is a child of another QWindow will get its own UIView to back it up. The current code did not take this into account when calculating the global coordinates of touch events.  Change-Id: Ie3c19bf86c92fa3f247a0764116830e91b8322d2"
142270,qt%2Fqtdeclarative~dev~I9b068acf3caef813686227b8d935e7df1a7d1a6e,https://codereview.qt-project.org/76028,3,10,0,0,720,948,3,69,32.5144444444444,192,,,,,Split ManagedVTable into two classes,"Split ManagedVTable into two classes  Keep the basic methods in ManagedVTable, but have the Object related stuff in an ObjectVTable class.  Change-Id: I9b068acf3caef813686227b8d935e7df1a7d1a6e"
233636,qt-creator%2Fqt-creator~master~I5f06fb06cb6766f2f9899bfd2aeadc2198dab1c7,https://codereview.qt-project.org/296246,7,11,0,0,389,12,2,1,84.1380555555556,111,,,,,JsonWizard: Document historyId and restoreLastHistoryItem,JsonWizard: Document historyId and restoreLastHistoryItem  Change-Id: I5f06fb06cb6766f2f9899bfd2aeadc2198dab1c7
34796,qt%2Fqtquick3d~5.14~I8b8bda600bd69c766b8f3b774780e6c7ba926c6b,https://codereview.qt-project.org/278740,1,11,0,0,452,548,5,1,2807.42666666667,69,,,,,WIP: Update qmltypes,Update qmltypes  Change-Id: I8b8bda600bd69c766b8f3b774780e6c7ba926c6b
174937,qt%2Fqtbase~6.0~Iffc821f49bdfcad3f2556951d3677c35a7682266,https://codereview.qt-project.org/324415,2,11,0,0,64391,37,2,4,16.7777777777778,551,,,,,"Revert ""xcb: add xcb-util dependency for xcb-image""","Revert ""xcb: add xcb-util dependency for xcb-image""  This reverts commit 39b1dea2ec5cde9523df61c78dec5d4b195f66d2.  39b1dea2 is wrong, the bug is for static build of qt with static xcb. It adds the explicit dependency of xcb-util 0.3.9, which is not available on Debian yet.  Task-number: QTBUG-86287 Fixes: QTBUG-88688 Change-Id: Iffc821f49bdfcad3f2556951d3677c35a7682266 Reviewed-by: Thiago Macieira <thiago.macieira@intel.com> Reviewed-by: Tor Arne Vestbø <tor.arne.vestbo@qt.io> (cherry picked from commit 92a57e0b016f811876ec1d62328ca8edfe452a3a)"
167282,qt%2Fqtmultimedia~dev~I62cad152a7b7fd92905744439de838306dc7a558,https://codereview.qt-project.org/49018,6,11,16,0,490,593,3,4,312.917777777778,112,,,,,BlackBerry/QNX: Implement audio recording with QAudioInput,BlackBerry/QNX: Implement audio recording with QAudioInput  Change-Id: I62cad152a7b7fd92905744439de838306dc7a558
256989,qt%2Fqtconnectivity~dev~I5e2e08291cd17c1f1ef8639d422f4421520ed371,https://codereview.qt-project.org/267228,4,12,2,0,685,412,3,4,239.908611111111,136,,,,,QBluetoothServiceInfo - remove the code-duplicate (macOS),QBluetoothServiceInfo - remove the code-duplicate (macOS)  Task-number: QTBUG-75348 Change-Id: I5e2e08291cd17c1f1ef8639d422f4421520ed371
41808,qt%2Fqtbase~6.1~Id845ecb5231b97a899443bdcb9f49cccb7f20bea,https://codereview.qt-project.org/337428,3,12,0,0,10167,15,2,1,636.774722222222,377,,,,,Variable is Assigned a never used value in qt_make_filter_list(),Variable is Assigned a never used value in qt_make_filter_list()  Variable 'i' is assigned a value that is never used in qt_make_filter_list()  Change-Id: Id845ecb5231b97a899443bdcb9f49cccb7f20bea Reviewed-by: Volker Hilsheimer <volker.hilsheimer@qt.io> Reviewed-by: Edward Welbourne <edward.welbourne@qt.io> (cherry picked from commit 8a226cd76b96527970b1600f6975c13eccddf109)
206084,qt-creator%2Fqt-creator~master~Id8a0e7a5a83d3c05e70d61d5023401be5e201c6c,https://codereview.qt-project.org/7909,3,12,5,0,532,448,3,12,48.3133333333333,104,,,,,Add embedded linux target,Add embedded linux target  and required factories.  Change-Id: Id8a0e7a5a83d3c05e70d61d5023401be5e201c6c
197409,qt-creator%2Fqt-creator~master~I161de392ba35e37d323b049371619b01c617c798,https://codereview.qt-project.org/17184,3,12,38,0,804,416,3,11,119.118333333333,310,,,,,ScriptConsole: Show File and Line Info,ScriptConsole: Show File and Line Info  Show File and Line Info for items that have the info. Clicking on the item opens the file and sets the cursor position on the line. The context menu also provides option to copy contents and option to clear the view.  Change-Id: I161de392ba35e37d323b049371619b01c617c798
46915,qt%2Fqtbase~5.9~I4b4653d7342de985d22b128d73940e7163bdb1e8,https://codereview.qt-project.org/208117,10,13,4,0,1221,2,2,1,25.0483333333333,294,,,,,QCocoaWindow: Toggle titlebar transparency to support unified toolbar,QCocoaWindow: Toggle titlebar transparency to support unified toolbar  This is need from macOS 10.13 onwards. See NSWindow related notes on  https://developer.apple.com/library/content/releasenotes/AppKit/RN-AppKit/  Change-Id: I4b4653d7342de985d22b128d73940e7163bdb1e8 Task-number: QTBUG-63444
243170,qbs%2Fqbs~master~I85367c0722dc8561b2a937d4b496677af8f901f3,https://codereview.qt-project.org/285595,5,13,0,0,613,31,4,5,49.2647222222222,420,,,,,generators: make VersionInfo non-virtual,"Generators: make VersionInfo non-virtual  There is no need to check if marketing version is a ""known"" version since all generators are created only based on the list on knwon versions, i.e. there is no way how ""unknown"" version object can be created  If this will be required in the future, it's better to use templates or overloads instead of virtual functions here  Change-Id: I85367c0722dc8561b2a937d4b496677af8f901f3"
236812,qt%2Fqtbase~dev~I3e10832551731a18317da8f9667d96cec3dc3028,https://codereview.qt-project.org/292636,7,13,0,0,742,1,5,1,85.5638888888889,251,,,,,CMake: Fix Ninja Multi-Config framework builds,CMake: Fix Ninja Multi-Config framework builds  Depends on a WIP feature in CMake that allows building macOS frameworks using the Ninja Multi-Config generator targeting more than one configuration.  Change-Id: I3e10832551731a18317da8f9667d96cec3dc3028
235569,qt%2Fqt5~dev~I1a9cfdbc95157715bf7b76870d918add76009e4e,https://codereview.qt-project.org/345065,3,13,0,0,5463,4,3,2,318.225555555556,162,,,,,Switch qtconnectivity from additional library to addon,Switch qtconnectivity from additional library to addon  And at same time bump qtconnectivity sha1 in qt5.git  Change-Id: I1a9cfdbc95157715bf7b76870d918add76009e4e
49953,qt%2Fqtbase~5.9~I12176616be72c97607ee1f441d1ea05af5e9e549,https://codereview.qt-project.org/203744,6,14,3,0,683,18,3,1,25.6058333333333,136,,,,,QFileInfo: Clarify documentation on symlinks,QFileInfo: Clarify documentation on symlinks  Explain symbolic links vs shortcuts.  Change-Id: I12176616be72c97607ee1f441d1ea05af5e9e549
266046,qt%2Fqtbase~wip%2Fcmake~I0321883f762460b146666bfbad0d8b27c3fdeadd,https://codereview.qt-project.org/258667,8,14,6,0,1118,320,5,1,30.4852777777778,79,,,,,CMake: Update src/corelib,CMake: Update src/corelib  Change-Id: I0321883f762460b146666bfbad0d8b27c3fdeadd
259318,qt%2Fqtbase~dev~I01dfb6697b5275e69451da91fdc7346f40bc424e,https://codereview.qt-project.org/265189,6,14,3,0,8704,15,6,1,30.0316666666667,290,,,,,QMimeType: towards re-entrancy: do not cache iconName made from mimetype name,"QMimeType: towards re-entrancy: do not cache iconName made from mimetype name  To not write into a shared object without mutex protection. If the stored icon name is empty, just calculate a new one on each call.  Task-Number: QTBUG-45684 Change-Id: I01dfb6697b5275e69451da91fdc7346f40bc424e"
257403,qt%2Fqtbase~5.12~Ifcd31fc0581e8421e58eeb436a55b031909eed7e,https://codereview.qt-project.org/267265,5,14,0,0,6764,13,7,2,78.6072222222222,907,,,,,Don't set the mouse cursor for items that are disabled,"Don't set the mouse cursor for items that are disabled  As with widgets, items that are disabled should not receive any input events.  Similar to QGraphicsScene, which ignores disabled items when handling mouse presses, the view should also ignore them when handling mouse moves to update the cursor.  Since QGraphicsView only adjusts the cursors on mouse moves, reenabling an item that is currently under the mouse will not change the cursor. This is consistent with other changes of item attributes that would position the item under the mouse (such as moving it). The overhead of hit-testing items for every such attribute change would be too large, and applications can generate a mouse move event if they really need to adjust the cursor in all situations.  [ChangeLog][QtWidgets][QGraphicsView] Ignore disabled items when setting the mouse cursor.  Change-Id: Ifcd31fc0581e8421e58eeb436a55b031909eed7e"
57812,qt%2Fqtquickcontrols2~dev~I6e0eb165c3cead26683da8e3c76cd0a0203ff649,https://codereview.qt-project.org/192046,4,15,0,0,1607,26,4,4,44.2669444444445,134,,,,,Remove setTag/Tag overrides,Remove setTag/Tag overrides  The base class now provides implementation for them  Change-Id: I6e0eb165c3cead26683da8e3c76cd0a0203ff649
289529,qt%2Fqt5~5.11~I13d78da0bd3ea2fa8a75734fb5f88a472cbd79de,https://codereview.qt-project.org/225668,5,15,0,0,10428,2,3,1,126.761388888889,131,,,,,Provisioning: Win10_x86 - mysql,Provisioning: Win10_x86 - mysql  Required by RTA.  Task-number: QTQAINFRA-1923 Change-Id: I13d78da0bd3ea2fa8a75734fb5f88a472cbd79de
287522,qt%2Fqtdeclarative~dev~Id06ef94e2a4b93646827da4f6ce922eb436e5a31,https://codereview.qt-project.org/228874,4,15,1,0,38282,419,4,10,44.3986111111111,327,,,,,Improve for-in and for-of support,Improve for-in and for-of support  Create a Block scope per iteration as defined in the ES spec. So closures created inside the loop will remember the iteration variable at that loop iteration.  Add support for destructuring of the left hand side expression or declaration.  Change-Id: Id06ef94e2a4b93646827da4f6ce922eb436e5a31
223573,qt%2Fqtbase~dev~Ide826283cb4e177fb34fb4080502f5a4620bd5d7,https://codereview.qt-project.org/308082,5,15,0,0,8509,137,3,3,120.399444444444,181,,,,,QUrl: purge deprecated API,"QUrl: purge deprecated API  Since 5.0: QUrl's image of the QUrlQuery API Remove deprecation-suppression from tst_qurl.cpp, too.  Change-Id: Ide826283cb4e177fb34fb4080502f5a4620bd5d7"
